,0,1,2,3,4,5,6,7
cantonal,0.233,0.236,0.38,0.544,0.583,0.67,0.873,0.905
justice,0.232,0.292,0.335,0.441,0.591,0.704,0.787,0.944
vol,0.148,0.12,0.094,0.216,0.364,0.624,0.753,0.898
terrain,0.682,0.703,0.601,0.894,0.767,0.918,0.901,0.914
régime,0.733,0.377,0.381,0.542,0.619,0.733,0.92,0.951
passer,0.785,0.982,0.956,0.857,0.792,0.771,0.846,0.898
communauté,0.347,0.449,0.702,0.879,0.985,0.987,0.994,0.96
ff,0.675,0.926,0.96,0.89,0.839,0.76,0.787,0.905
présente,0.363,0.467,0.763,0.947,0.877,0.789,0.905,0.908
te,0.675,0.956,0.966,0.948,0.898,0.867,0.814,0.898
belle,0.46,0.299,0.309,0.472,0.502,0.681,0.787,0.904
cent,0.459,0.319,0.371,0.483,0.631,0.665,0.801,0.935
droite,0.233,0.243,0.408,0.539,0.639,0.761,0.885,0.929
partis,0.796,0.731,0.618,0.578,0.597,0.684,0.802,0.898
holding,0.233,0.242,0.36,0.459,0.557,0.7,0.811,0.898
premières,0.123,0.24,0.344,0.469,0.58,0.675,0.787,0.91
passe,0.342,0.293,0.33,0.428,0.541,0.72,0.81,0.898
objet,0.169,0.318,0.548,0.6,0.642,0.834,0.839,0.926
permanence,0.196,0.266,0.417,0.502,0.717,0.867,0.866,0.898
bat,0.452,0.288,0.359,0.515,0.612,0.798,0.92,0.898
sein,0.457,0.707,0.83,0.782,0.648,0.745,0.792,0.909
japon,0.658,0.447,0.393,0.625,0.826,0.775,0.84,0.898
tribunal,0.123,0.236,0.369,0.481,0.703,0.783,0.826,0.898
oui,0.556,0.576,0.492,0.473,0.614,0.774,0.925,0.898
désormais,0.343,0.292,0.716,0.853,0.838,0.909,0.976,0.898
amour,0.481,0.296,0.394,0.552,0.514,0.784,0.81,0.898
ouest,0.384,0.231,0.127,0.163,0.318,0.628,0.733,0.951
sommes,0.336,0.442,0.368,0.457,0.557,0.69,0.787,0.954
fermé,0.938,0.963,0.751,0.831,0.94,0.97,0.914,0.898
vente,0.665,0.749,0.609,0.619,0.86,0.871,0.977,0.898
jeunesse,0.349,0.33,0.46,0.639,0.446,0.604,0.803,0.918
yeux,0.588,0.442,0.401,0.476,0.644,0.851,0.847,0.94
royal,0.676,0.656,0.783,0.632,0.728,0.881,0.81,0.898
chine,0.811,0.604,0.473,0.576,0.574,0.694,0.863,0.944
autour,0.233,0.242,0.357,0.58,0.658,0.752,0.799,0.898
claude,0.562,0.477,0.268,0.313,0.249,0.418,0.773,0.955
bureau,0.672,0.726,0.528,0.544,0.655,0.861,0.948,0.931
jeux,0.731,0.352,0.477,0.66,0.698,0.706,0.904,0.898
su,0.511,0.799,0.668,0.909,0.801,0.914,0.866,0.898
soient,0.555,0.543,0.403,0.474,0.589,0.685,0.809,0.912
propre,0.123,0.263,0.474,0.545,0.723,0.703,0.876,0.903
palais,0.123,0.54,0.521,0.571,0.75,0.923,0.952,0.917
vont,0.233,0.239,0.344,0.493,0.576,0.704,0.787,0.898
études,0.354,0.263,0.402,0.678,0.673,0.653,0.81,0.898
tendance,0.895,0.952,0.874,0.88,0.762,0.716,0.821,0.898
indiqué,0.933,0.843,0.526,0.639,0.686,0.817,0.871,0.935
article,0.233,0.241,0.434,0.609,0.625,0.733,0.795,0.898
montant,0.786,0.719,0.519,0.514,0.637,0.859,0.864,0.898
sam,0.785,0.927,0.799,0.793,0.61,0.638,0.293,0.683
représentants,0.472,0.364,0.365,0.457,0.576,0.733,0.811,0.948
puisque,0.342,0.294,0.473,0.607,0.64,0.644,0.787,0.914
nestlé,0.342,0.231,0.268,0.44,0.463,0.634,0.869,0.912
choses,0.625,0.835,0.573,0.528,0.579,0.682,0.787,0.898
italien,0.777,0.439,0.663,0.872,0.783,0.931,0.889,0.96
concours,0.555,0.342,0.455,0.485,0.596,0.672,0.82,0.898
texte,0.133,0.294,0.446,0.651,0.607,0.797,0.922,0.898
garde,0.415,0.292,0.344,0.478,0.577,0.751,0.866,0.898
israël,0.571,0.86,0.855,0.948,0.917,0.812,0.788,0.946
nat,0.233,0.236,0.344,0.483,0.672,0.779,0.849,0.898
militaires,0.781,0.729,0.495,0.627,0.669,0.685,0.856,0.898
sports,0.671,0.659,0.493,0.489,0.605,0.672,0.787,0.898
groupes,0.785,0.6,0.644,0.578,0.577,0.681,0.787,0.898
nécessaire,0.461,0.291,0.486,0.528,0.641,0.724,0.787,0.898
sandoz,0.568,0.341,0.361,0.607,0.64,0.792,0.893,0.921
championnat,0.347,0.289,0.396,0.556,0.688,0.928,0.87,0.95
diverses,0.676,0.412,0.475,0.507,0.649,0.778,0.781,0.898
finances,0.56,0.442,0.364,0.484,0.592,0.779,0.82,0.942
permet,0.895,0.63,0.704,0.541,0.638,0.769,0.84,0.907
débat,0.57,0.474,0.395,0.48,0.557,0.753,0.81,0.97
certes,0.458,0.36,0.654,0.717,0.671,0.687,0.849,0.898
lettres,0.569,0.472,0.411,0.446,0.486,0.699,0.811,0.898
moi,0.272,0.298,0.265,0.222,0.294,0.501,0.62,0.905
chiffres,0.233,0.244,0.364,0.499,0.604,0.728,0.787,0.898
budget,0.779,0.918,0.917,0.908,0.989,0.975,0.92,0.898
lire,0.572,0.4,0.643,0.705,0.729,0.716,0.787,0.898
père,0.895,0.787,0.812,0.661,0.644,0.817,0.837,0.898
cap,0.233,0.236,0.37,0.609,0.586,0.741,0.895,0.906
sauf,0.785,0.926,0.81,0.86,0.9,0.892,0.803,0.952
quel,0.562,0.331,0.449,0.524,0.55,0.725,0.851,0.919
intérêts,0.895,0.582,0.729,0.747,0.727,0.73,0.876,0.898
and,0.207,0.267,0.302,0.465,0.613,0.703,0.891,0.985
espace,0.232,0.292,0.35,0.497,0.615,0.76,0.816,0.898
tenu,0.341,0.508,0.414,0.649,0.792,0.748,0.81,0.898
passage,0.123,0.489,0.619,0.551,0.543,0.71,0.787,0.963
lutte,0.4,0.29,0.512,0.747,0.861,0.958,0.896,0.898
principe,0.997,0.77,0.844,0.944,0.788,0.789,0.818,0.947
véritable,0.871,0.657,0.838,0.74,0.722,0.731,0.903,0.988
risque,0.572,0.439,0.453,0.685,0.68,0.685,0.787,0.98
meilleur,0.671,0.554,0.361,0.432,0.44,0.555,0.719,0.898
livres,0.895,0.57,0.648,0.656,0.705,0.818,0.822,0.99
minutes,0.342,0.262,0.302,0.337,0.519,0.791,0.837,0.917
santé,0.346,0.466,0.432,0.454,0.527,0.662,0.841,0.898
importante,0.672,0.429,0.51,0.531,0.566,0.693,0.87,0.936
huit,0.445,0.59,0.418,0.446,0.555,0.631,0.82,0.898
moyenne,0.809,0.902,0.682,0.917,0.913,0.96,0.947,0.92
perdu,0.536,0.505,0.726,0.954,0.861,0.835,0.839,0.92
steel,0.123,0.267,0.378,0.481,0.685,0.909,0.86,0.898
voyage,0.232,0.303,0.298,0.414,0.506,0.673,0.792,0.898
capitale,0.586,0.353,0.624,0.695,0.924,0.97,0.92,0.963
égard,0.573,0.445,0.396,0.627,0.804,0.754,0.816,0.927
mer,0.123,0.262,0.47,0.483,0.544,0.738,0.893,0.898
ministres,0.237,0.541,0.565,0.55,0.659,0.888,0.811,0.898
met,0.67,0.61,0.678,0.663,0.847,0.973,0.994,0.93
pied,0.381,0.289,0.412,0.537,0.566,0.772,0.814,0.898
cr,0.281,0.777,0.937,0.948,0.918,0.944,0.978,0.913
frais,0.453,0.575,0.836,0.806,0.794,0.94,0.976,0.898
lorsqu,0.596,0.927,0.979,0.951,0.985,0.972,0.897,0.898
lui-même,0.458,0.459,0.478,0.626,0.563,0.672,0.787,0.919
furent,0.428,0.268,0.319,0.446,0.493,0.669,0.79,0.898
guère,0.672,0.662,0.925,0.764,0.732,0.734,0.877,0.898
canada,0.342,0.262,0.315,0.453,0.502,0.559,0.82,0.928
course,0.478,0.504,0.426,0.472,0.592,0.741,0.924,0.91
publics,0.164,0.236,0.357,0.468,0.626,0.728,0.789,0.898
poste,0.832,0.528,0.372,0.482,0.525,0.781,0.87,0.898
double,0.123,0.245,0.374,0.477,0.617,0.693,0.799,0.962
reçu,0.13,0.264,0.516,0.69,0.646,0.719,0.816,0.906
aller,0.565,0.594,0.407,0.631,0.842,0.854,0.842,0.898
présent,0.563,0.488,0.724,0.554,0.754,0.783,0.85,0.898
li,0.568,0.533,0.583,0.765,0.599,0.823,0.949,0.898
prises,0.839,0.499,0.634,0.567,0.606,0.766,0.926,0.954
volonté,0.785,0.731,0.632,0.647,0.761,0.758,0.788,0.898
numéro,0.349,0.765,0.888,0.906,0.777,0.934,0.959,0.928
fête,0.123,0.236,0.401,0.617,0.604,0.773,0.866,0.898
charles,0.562,0.555,0.308,0.314,0.176,0.314,0.701,0.898
prochaine,0.141,0.267,0.559,0.675,0.81,0.845,0.816,0.898
longue,0.607,0.5,0.456,0.489,0.55,0.714,0.82,0.934
françois,0.123,0.271,0.28,0.389,0.427,0.635,0.793,0.898
travers,0.123,0.27,0.427,0.539,0.536,0.7,0.812,0.942
philippe,0.582,0.475,0.306,0.411,0.297,0.386,0.715,0.949
al,0.947,0.734,0.826,0.719,0.802,0.919,0.838,0.898
voici,0.342,0.267,0.344,0.464,0.58,0.678,0.787,0.898
emploi,0.453,0.549,0.659,0.538,0.557,0.69,0.788,0.898
pourra,0.669,0.374,0.562,0.571,0.829,0.878,0.82,0.924
dirigeants,0.123,0.267,0.263,0.274,0.388,0.612,0.787,0.901
connu,0.786,0.808,0.991,0.996,0.979,0.968,0.893,0.905
pouvait,0.785,0.815,0.708,0.627,0.577,0.701,0.787,0.905
rené,0.458,0.241,0.256,0.384,0.113,0.212,0.426,0.792
cité,0.232,0.345,0.344,0.656,0.734,0.771,0.899,0.898
fédération,0.15,0.366,0.664,0.912,0.861,0.879,0.85,0.898
certaine,0.895,0.841,0.791,0.833,0.918,0.805,0.841,0.898
gros,0.233,0.345,0.458,0.605,0.607,0.781,0.976,0.898
louis,0.458,0.299,0.354,0.453,0.518,0.649,0.799,0.988
roi,0.337,0.282,0.368,0.447,0.575,0.738,0.84,0.988
jazz,0.369,0.785,0.906,0.974,0.879,0.928,0.889,0.964
net,0.672,0.476,0.418,0.5,0.569,0.772,0.887,0.898
parler,0.565,0.446,0.414,0.626,0.887,0.867,0.819,0.935
onu,0.611,0.331,0.379,0.449,0.541,0.673,0.836,0.963
communiste,0.562,0.583,0.419,0.359,0.287,0.463,0.544,0.898
amis,0.123,0.202,0.223,0.303,0.457,0.566,0.567,0.933
voiture,0.345,0.268,0.542,0.587,0.646,0.774,0.908,0.898
pétrole,0.785,0.624,0.605,0.749,0.622,0.693,0.787,0.898
institut,0.241,0.238,0.344,0.457,0.603,0.824,0.852,0.898
contraire,0.123,0.264,0.556,0.543,0.517,0.537,0.788,0.908
raisons,0.151,0.498,0.418,0.553,0.632,0.683,0.847,0.903
européen,0.144,0.638,0.698,0.638,0.726,0.948,0.894,0.911
pi,0.453,0.324,0.622,0.574,0.6,0.745,0.817,0.929
correspondant,0.813,0.626,0.681,0.69,0.889,0.957,0.873,0.898
mot,0.237,0.511,0.524,0.664,0.723,0.983,0.928,0.94
actuelle,0.446,0.363,0.356,0.444,0.545,0.69,0.787,0.898
zone,0.232,0.329,0.446,0.635,0.664,0.623,0.789,0.937
écrit,0.672,0.54,0.844,0.826,0.722,0.72,0.876,0.903
amérique,0.342,0.262,0.344,0.485,0.625,0.733,0.789,0.954
récemment,0.781,0.512,0.661,0.755,0.704,0.706,0.908,0.965
activités,0.623,0.383,0.43,0.671,0.632,0.677,0.81,0.898
veille,0.356,0.266,0.689,0.749,0.815,0.81,0.821,0.958
mille,0.456,0.224,0.178,0.313,0.454,0.312,0.569,0.898
voit,0.785,0.993,0.866,0.662,0.723,0.806,0.841,0.898
difficultés,0.123,0.355,0.553,0.602,0.528,0.476,0.699,0.898
roche,0.786,0.504,0.875,0.928,0.773,0.823,0.873,0.898
concernant,0.458,0.355,0.401,0.524,0.557,0.681,0.843,0.898
opération,0.692,0.733,0.776,0.908,0.852,0.984,0.976,0.975
von,0.676,0.441,0.457,0.515,0.499,0.728,0.813,0.956
spécial,0.262,0.151,0.179,0.314,0.524,0.711,0.738,0.981
communes,0.895,0.87,0.929,0.931,0.989,0.945,0.969,0.952
bernard,0.671,0.555,0.274,0.367,0.284,0.293,0.587,0.898
bd,0.349,0.387,0.514,0.699,0.583,0.709,0.895,0.898
origine,0.692,0.432,0.779,0.848,0.807,0.782,0.833,0.952
rome,0.35,0.448,0.41,0.61,0.896,0.909,0.84,0.911
tiers,0.785,0.705,0.574,0.558,0.65,0.746,0.787,0.901
large,0.599,0.451,0.829,0.795,0.798,0.955,0.999,0.9
unies,0.572,0.38,0.376,0.556,0.591,0.764,0.813,0.898
allemande,0.672,0.502,0.527,0.448,0.462,0.677,0.877,0.91
demandé,0.239,0.469,0.56,0.79,0.64,0.76,0.945,0.966
dr,0.342,0.147,0.03,0.146,0.266,0.416,0.734,0.898
pr,0.599,0.801,0.507,0.457,0.538,0.585,0.763,0.904
lac,0.123,0.236,0.464,0.571,0.647,0.753,0.922,0.898
tient,0.781,0.566,0.393,0.483,0.606,0.752,0.903,0.9
croissance,0.895,0.822,0.794,0.901,0.781,0.805,0.922,0.907
responsables,0.232,0.437,0.376,0.482,0.649,0.687,0.787,0.898
belgique,0.688,0.584,0.92,0.887,0.851,0.82,0.816,0.898
lettre,0.123,0.309,0.501,0.516,0.57,0.763,0.811,0.942
sociale,0.126,0.251,0.335,0.471,0.579,0.674,0.787,0.898
assurer,0.232,0.374,0.358,0.52,0.578,0.697,0.866,0.898
compris,0.294,0.41,0.364,0.474,0.584,0.781,0.81,0.903
record,0.682,0.669,0.638,0.863,0.713,0.916,0.955,0.92
revue,0.233,0.236,0.425,0.702,0.745,0.736,0.812,0.898
publié,0.124,0.266,0.344,0.513,0.59,0.809,0.833,0.898
efforts,0.233,0.238,0.34,0.483,0.54,0.73,0.875,0.898
traité,0.562,0.447,0.381,0.462,0.525,0.699,0.843,0.92
durée,0.67,0.493,0.434,0.524,0.663,0.901,0.888,0.898
pa,0.123,0.32,0.589,0.654,0.683,0.821,0.816,0.898
avance,0.372,0.387,0.367,0.515,0.582,0.702,0.787,0.898
ecole,0.237,0.34,0.432,0.675,0.658,0.856,0.833,0.898
classement,0.353,0.271,0.355,0.486,0.646,0.858,0.893,0.904
éviter,0.233,0.236,0.367,0.518,0.583,0.68,0.843,0.898
transports,0.233,0.219,0.338,0.557,0.591,0.685,0.762,0.927
porte-parole,0.475,0.332,0.357,0.457,0.573,0.716,0.787,0.91
jouer,0.346,0.503,0.381,0.673,0.75,0.876,0.833,0.933
train,0.123,0.264,0.407,0.385,0.428,0.676,0.843,0.898
marchés,0.681,0.424,0.42,0.72,0.809,0.832,0.811,0.898
internationales,0.353,0.298,0.474,0.478,0.596,0.672,0.787,0.898
