,0,1,2,3,4,5,6,7
lequel,0.873,0.835,0.896,0.97,0.781,0.643,0.492,0.766
cantonal,0.0,0.159,0.061,0.337,0.753,0.745,0.843,0.575
justice,0.765,0.976,0.992,0.976,0.947,0.965,0.964,0.881
vol,0.275,0.08,0.011,0.0,0.035,0.02,0.089,0.096
terrain,0.329,0.519,0.191,0.191,0.485,0.263,0.092,0.459
régime,0.526,0.451,0.489,0.696,0.587,0.911,0.975,0.787
passer,0.687,0.528,0.865,0.96,0.938,0.724,0.766,0.824
communauté,0.544,0.543,0.438,0.361,0.669,0.744,0.357,0.0
ff,0.551,0.752,0.907,0.992,0.976,0.965,0.903,0.881
présente,0.325,0.668,0.954,0.835,0.757,0.801,0.902,0.881
te,0.0,0.025,0.025,0.025,0.203,0.391,0.61,0.316
belle,0.0,0.0,0.0,0.036,0.081,0.061,0.026,0.032
cent,0.094,0.053,0.026,0.036,0.19,0.232,0.581,0.777
droite,0.029,0.043,0.002,0.0,0.139,0.241,0.397,0.431
partis,0.667,0.895,0.987,0.958,0.772,0.809,0.92,0.881
holding,0.155,0.181,0.112,0.448,0.681,0.593,0.758,0.881
premières,0.322,0.746,0.535,0.656,0.805,0.946,0.883,0.94
passe,0.43,0.208,0.111,0.175,0.37,0.849,0.976,0.881
objet,0.113,0.18,0.164,0.252,0.613,0.632,0.498,0.911
permanence,0.113,0.215,0.443,0.82,0.762,0.874,0.89,0.881
bat,0.0,0.034,0.026,0.078,0.357,0.514,0.728,0.777
sein,0.344,0.514,0.691,0.712,0.918,0.623,0.38,0.68
japon,0.873,0.924,0.966,0.995,0.994,0.961,0.881,0.45
tribunal,0.216,0.707,0.887,0.972,0.879,0.694,0.643,0.653
oui,0.326,0.124,0.047,0.55,0.451,0.267,0.228,0.23
désormais,0.873,0.946,0.915,0.814,0.956,0.968,0.964,0.881
amour,0.17,0.002,0.0,0.0,0.003,0.004,0.025,0.0
ouest,0.034,0.065,0.021,0.001,0.0,0.012,0.09,0.351
sommes,0.535,0.34,0.232,0.604,0.462,0.198,0.526,0.782
fermé,0.503,0.853,0.702,0.8,0.913,0.978,0.964,0.766
vente,0.753,0.502,0.517,0.286,0.445,0.761,0.879,0.881
jeunesse,0.227,0.027,0.025,0.0,0.019,0.014,0.072,0.332
yeux,0.506,0.675,0.448,0.238,0.035,0.155,0.226,0.534
royal,0.538,0.909,0.816,0.953,0.947,0.837,0.836,0.963
chine,0.646,0.361,0.491,0.847,0.682,0.713,0.873,0.881
autour,0.598,0.824,0.77,0.75,0.834,0.933,0.981,0.953
claude,0.108,0.007,0.147,0.31,0.23,0.256,0.67,0.663
bureau,0.553,0.468,0.176,0.054,0.126,0.056,0.0,0.115
jeux,0.211,0.435,0.119,0.087,0.095,0.105,0.484,0.764
su,0.03,0.569,0.732,0.876,0.907,0.96,0.917,0.835
soient,0.553,0.831,0.745,0.943,0.988,0.951,0.964,0.766
propre,0.805,0.912,0.92,0.701,0.634,0.333,0.334,0.667
palais,0.873,0.43,0.176,0.21,0.387,0.289,0.415,0.695
vont,0.219,0.095,0.126,0.276,0.45,0.604,0.191,0.561
études,0.584,0.904,0.729,0.498,0.165,0.112,0.219,0.435
tendance,0.816,0.988,0.932,0.873,0.834,0.783,0.832,0.881
indiqué,0.873,0.972,0.974,0.993,0.997,0.973,0.938,0.881
article,0.329,0.443,0.202,0.504,0.563,0.261,0.041,0.0
montant,0.448,0.416,0.4,0.256,0.645,0.96,0.975,0.881
sam,0.536,0.882,0.708,0.885,0.74,0.418,0.195,0.114
représentants,0.439,0.449,0.116,0.255,0.526,0.393,0.63,0.764
puisque,0.726,0.709,0.937,0.934,0.811,0.666,0.777,0.881
nestlé,0.0,0.0,0.078,0.089,0.102,0.242,0.689,0.682
choses,0.666,0.642,0.674,0.284,0.515,0.19,0.165,0.667
italien,0.546,0.391,0.198,0.075,0.17,0.511,0.813,0.881
concours,0.221,0.026,0.023,0.085,0.113,0.251,0.63,0.767
texte,0.108,0.0,0.013,0.0,0.097,0.062,0.012,0.23
garde,0.43,0.214,0.176,0.509,0.815,0.897,0.937,0.955
israël,0.803,0.972,0.987,0.992,0.993,0.973,0.856,0.611
nat,0.0,0.0,0.137,0.38,0.37,0.47,0.537,0.331
militaires,0.661,0.376,0.341,0.734,0.874,0.807,0.786,0.881
sports,0.0,0.126,0.08,0.074,0.117,0.521,0.541,0.777
groupes,0.762,0.622,0.367,0.292,0.046,0.039,0.092,0.455
nécessaire,0.224,0.366,0.633,0.863,0.982,0.978,0.964,0.881
sandoz,0.211,0.214,0.122,0.315,0.608,0.567,0.892,0.881
championnat,0.873,0.972,0.955,0.891,0.745,0.629,0.412,0.333
diverses,0.233,0.42,0.372,0.471,0.32,0.091,0.419,0.782
finances,0.873,0.894,0.703,0.735,0.868,0.762,0.774,0.881
permet,0.452,0.239,0.343,0.626,0.886,0.528,0.399,0.566
débat,0.12,0.249,0.244,0.133,0.077,0.0,0.057,0.217
certes,0.0,0.594,0.542,0.775,0.606,0.503,0.575,0.331
lettres,0.113,0.125,0.205,0.185,0.238,0.5,0.774,0.881
moi,0.098,0.217,0.035,0.007,0.042,0.268,0.539,0.605
chiffres,0.206,0.023,0.0,0.005,0.095,0.205,0.407,0.572
budget,0.0,0.079,0.326,0.734,0.891,0.883,0.802,0.777
lire,0.221,0.087,0.101,0.312,0.376,0.3,0.656,0.881
père,0.425,0.794,0.554,0.552,0.296,0.086,0.03,0.0
cap,0.646,0.442,0.453,0.866,0.7,0.598,0.885,0.881
sauf,0.654,0.944,0.983,0.931,0.853,0.742,0.903,0.933
quel,0.34,0.733,0.808,0.602,0.751,0.934,0.949,0.881
intérêts,0.943,0.884,0.955,0.977,0.89,0.819,0.934,0.963
and,0.319,0.049,0.023,0.026,0.101,0.36,0.594,0.797
espace,0.762,0.555,0.396,0.175,0.03,0.027,0.067,0.321
tenu,0.534,0.779,0.772,0.64,0.52,0.768,0.976,0.881
passage,0.002,0.389,0.463,0.653,0.917,0.781,0.852,0.595
lutte,0.593,0.375,0.284,0.375,0.351,0.083,0.038,0.253
principe,0.0,0.0,0.0,0.0,0.008,0.176,0.426,0.23
véritable,0.77,0.504,0.141,0.093,0.299,0.282,0.231,0.7
risque,0.873,0.668,0.799,0.839,0.546,0.459,0.739,0.806
meilleur,0.649,0.533,0.437,0.428,0.327,0.105,0.0,0.115
livres,0.873,0.724,0.431,0.621,0.659,0.381,0.462,0.551
minutes,0.579,0.316,0.056,0.036,0.166,0.299,0.132,0.433
santé,0.327,0.47,0.216,0.147,0.178,0.627,0.862,0.881
importante,0.541,0.399,0.255,0.453,0.807,0.935,0.955,0.677
huit,0.649,0.705,0.626,0.377,0.088,0.037,0.029,0.054
moyenne,0.551,0.892,0.963,0.992,0.936,0.837,0.915,0.881
perdu,0.76,0.753,0.869,0.838,0.725,0.81,0.36,0.0
steel,0.013,0.009,0.02,0.058,0.072,0.354,0.641,0.663
voyage,0.433,0.2,0.038,0.005,0.029,0.039,0.0,0.0
capitale,0.551,0.855,0.976,0.992,0.959,0.917,0.962,0.651
égard,0.549,0.658,0.586,0.499,0.862,0.985,0.953,0.941
mer,0.17,0.0,0.042,0.059,0.197,0.145,0.376,0.217
ministres,0.224,0.249,0.163,0.319,0.348,0.553,0.332,0.881
met,0.43,0.302,0.193,0.559,0.864,0.923,0.974,0.881
pied,0.873,0.738,0.406,0.203,0.268,0.391,0.625,0.881
cr,0.44,0.717,0.273,0.661,0.815,0.719,0.553,0.344
frais,0.0,0.15,0.075,0.022,0.0,0.001,0.003,0.115
lorsqu,0.424,0.646,0.72,0.976,0.98,0.809,0.69,0.42
lui-même,0.873,0.976,0.942,0.965,0.79,0.493,0.787,0.552
furent,0.228,0.049,0.106,0.092,0.037,0.0,0.0,0.0
guère,0.325,0.831,0.879,0.76,0.551,0.476,0.841,0.938
canada,0.113,0.173,0.119,0.35,0.547,0.445,0.857,0.881
course,0.859,0.392,0.099,0.162,0.324,0.49,0.287,0.055
publics,0.536,0.736,0.609,0.93,0.942,0.891,0.587,0.115
poste,0.533,0.272,0.117,0.361,0.208,0.176,0.016,0.115
double,0.0,0.092,0.126,0.317,0.755,0.773,0.542,0.777
reçu,0.861,0.863,0.866,0.992,0.993,0.975,0.972,0.881
aller,0.319,0.154,0.095,0.218,0.405,0.472,0.879,0.881
présent,0.108,0.0,0.084,0.365,0.52,0.325,0.252,0.632
li,0.873,0.976,0.975,0.829,0.589,0.508,0.482,0.218
prises,0.535,0.587,0.243,0.467,0.346,0.439,0.625,0.918
volonté,0.0,0.016,0.025,0.013,0.015,0.158,0.379,0.548
numéro,0.563,0.412,0.634,0.925,0.973,0.948,0.972,0.881
fête,0.5,0.175,0.125,0.106,0.357,0.746,0.551,0.881
charles,0.206,0.023,0.0,0.0,0.006,0.027,0.141,0.465
prochaine,0.344,0.7,0.958,0.959,0.956,0.924,0.964,0.881
longue,0.113,0.404,0.498,0.473,0.428,0.393,0.724,0.933
françois,0.765,0.992,0.96,0.774,0.832,0.9,0.725,0.732
travers,0.477,0.078,0.071,0.011,0.0,0.0,0.109,0.217
philippe,0.538,0.912,0.778,0.913,0.661,0.535,0.641,0.766
al,0.782,0.611,0.316,0.343,0.739,0.747,0.908,0.535
voici,0.0,0.0,0.013,0.002,0.0,0.0,0.0,0.149
emploi,0.282,0.399,0.256,0.241,0.35,0.036,0.016,0.115
pourra,0.438,0.412,0.137,0.054,0.161,0.441,0.786,0.534
dirigeants,0.873,0.842,0.534,0.306,0.235,0.289,0.603,0.305
connu,0.873,0.935,0.996,0.989,0.874,0.808,0.882,0.881
pouvait,0.224,0.139,0.334,0.478,0.796,0.938,0.964,0.766
rené,0.43,0.608,0.297,0.133,0.081,0.016,0.009,0.126
cité,0.0,0.001,0.009,0.29,0.662,0.46,0.452,0.447
fédération,0.335,0.694,0.636,0.922,0.976,0.985,0.94,0.881
certaine,0.762,0.808,0.76,0.383,0.398,0.408,0.9,0.811
gros,0.0,0.037,0.008,0.396,0.544,0.439,0.525,0.332
louis,0.0,0.197,0.231,0.237,0.605,0.598,0.67,0.835
roi,0.777,0.719,0.716,0.558,0.897,0.775,0.893,0.881
jazz,0.873,0.935,0.987,0.992,0.954,0.965,0.964,0.92
net,0.685,0.939,0.891,0.8,0.86,0.922,0.99,0.818
parler,0.344,0.174,0.401,0.138,0.093,0.019,0.075,0.334
onu,0.944,0.719,0.813,0.916,0.982,0.985,0.907,0.779
communiste,0.873,0.571,0.203,0.183,0.148,0.141,0.379,0.65
amis,0.108,0.023,0.045,0.006,0.167,0.246,0.13,0.329
voiture,0.111,0.19,0.253,0.72,0.89,0.967,0.943,0.662
pétrole,0.921,0.65,0.706,0.844,0.534,0.603,0.839,0.537
institut,0.655,0.593,0.647,0.647,0.686,0.985,0.94,0.881
contraire,0.427,0.702,0.54,0.579,0.502,0.229,0.175,0.782
raisons,0.108,0.01,0.0,0.005,0.105,0.16,0.309,0.217
européen,0.755,0.603,0.901,0.959,0.987,0.948,0.964,0.881
pi,0.344,0.402,0.777,0.864,0.963,0.885,0.945,0.895
correspondant,0.319,0.247,0.056,0.241,0.438,0.37,0.408,0.881
mot,0.147,0.001,0.0,0.092,0.056,0.179,0.285,0.432
actuelle,0.691,0.717,0.62,0.418,0.35,0.627,0.965,0.922
zone,0.841,0.814,0.631,0.361,0.198,0.272,0.656,0.766
écrit,0.0,0.096,0.054,0.0,0.03,0.01,0.152,0.332
amérique,0.753,0.903,0.818,0.867,0.831,0.965,0.877,0.881
récemment,0.33,0.193,0.506,0.685,0.917,0.954,0.743,0.446
activités,0.873,0.972,0.889,0.91,0.826,0.506,0.713,0.782
veille,0.443,0.637,0.819,0.702,0.579,0.272,0.086,0.391
mille,0.098,0.08,0.004,0.024,0.076,0.054,0.03,0.0
voit,0.538,0.606,0.385,0.152,0.055,0.0,0.033,0.217
difficultés,0.231,0.32,0.296,0.402,0.35,0.113,0.0,0.115
roche,0.158,0.334,0.575,0.637,0.781,0.97,0.942,0.92
concernant,0.322,0.222,0.08,0.0,0.0,0.0,0.0,0.0
opération,0.337,0.192,0.321,0.209,0.299,0.613,0.632,0.881
von,0.332,0.198,0.282,0.625,0.845,0.923,0.965,0.766
spécial,0.564,0.528,0.175,0.105,0.156,0.266,0.257,0.799
communes,0.753,0.826,0.703,0.312,0.229,0.543,0.78,0.766
bernard,0.873,0.856,0.802,0.666,0.911,0.589,0.446,0.249
bd,0.0,0.411,0.21,0.236,0.517,0.252,0.602,0.561
origine,0.933,0.923,0.89,0.692,0.834,0.938,0.938,0.881
rome,0.283,0.382,0.538,0.618,0.755,0.925,0.964,0.881
tiers,0.873,0.876,0.953,0.993,0.978,0.898,0.961,0.881
large,0.855,0.518,0.775,0.698,0.608,0.566,0.095,0.0
unies,0.873,0.893,0.712,0.887,0.963,0.899,0.724,0.448
allemande,0.873,0.959,0.778,0.617,0.708,0.905,0.87,0.764
demandé,0.835,0.807,0.656,0.372,0.226,0.063,0.372,0.206
dr,0.098,0.091,0.012,0.003,0.004,0.009,0.114,0.102
pr,0.571,0.885,0.984,0.98,1.0,0.869,0.87,0.748
lac,0.206,0.091,0.0,0.0,0.0,0.009,0.049,0.0
tient,0.113,0.598,0.542,0.739,0.601,0.478,0.801,0.928
croissance,0.803,0.98,0.993,0.985,0.993,0.985,0.94,0.881
responsables,0.873,0.881,0.951,0.982,0.993,0.985,0.964,0.881
belgique,0.12,0.276,0.512,0.645,0.947,0.776,0.783,0.734
lettre,0.666,0.414,0.209,0.158,0.363,0.331,0.122,0.548
sociale,0.113,0.056,0.285,0.269,0.253,0.691,0.642,0.881
assurer,0.0,0.187,0.083,0.02,0.18,0.413,0.524,0.684
compris,0.873,0.86,0.359,0.233,0.195,0.313,0.587,0.305
record,0.388,0.087,0.017,0.205,0.619,0.41,0.352,0.23
revue,0.221,0.126,0.478,0.49,0.602,0.677,0.809,0.952
publié,0.317,0.272,0.166,0.372,0.611,0.665,0.872,0.431
efforts,0.229,0.672,0.629,0.461,0.57,0.543,0.831,0.881
traité,0.098,0.084,0.0,0.003,0.006,0.025,0.158,0.201
durée,0.415,0.664,0.782,0.507,0.39,0.663,0.86,0.926
pa,0.319,0.652,0.204,0.28,0.248,0.062,0.268,0.216
avance,0.0,0.0,0.042,0.082,0.363,0.505,0.442,0.663
ecole,0.777,0.866,0.862,0.671,0.97,0.903,0.901,0.552
classement,0.746,0.819,0.543,0.465,0.708,0.918,0.931,0.965
éviter,0.332,0.307,0.516,0.603,0.625,0.792,0.981,0.881
transports,0.219,0.036,0.064,0.421,0.705,0.694,0.848,0.599
porte-parole,0.661,0.608,0.472,0.86,0.96,0.957,0.751,0.794
jouer,0.108,0.0,0.004,0.002,0.024,0.095,0.089,0.329
train,0.212,0.282,0.525,0.193,0.045,0.33,0.404,0.318
marchés,0.563,0.423,0.653,0.89,0.973,0.969,0.964,0.881
internationales,0.873,0.922,0.888,0.855,0.962,0.911,0.977,0.919
